Car,price,details,post_date,mileage,enginetype,city,year,car,engine
"Mercedes-Benz CLS-Class, 5.0 լ, 2005 թ., գազ","$12,900 ","Էրեբունի, 2005 թ., 177,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 177,000 կ",Բենզին,Էրեբունի,2005 ,Mercedes-Benz CLS-Class,5.0 
"Mercedes-Benz M-Class, 3.2 լ, լիաքարշ, 2000 թ., գազ","$8,500 ","Շենգավիթ, 2000 թ., 250,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33", 2000 ,,Շենգավի,,Mercedes-Benz M-Class,3.2 
"Jeep Renegade, 2.4 լ, 2019 թ.","$5,000,000 Դիլեր","Ճանապարհին, 2019 թ., 130,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 130,000 մղո",Բենզին,Ճանապարհին,2019 ,Jeep Renegade,2.4 
"Opel Astra հետչբեք, 1.6 լ, 2003 թ., գազ","$5,500 ","Գյումրի, 2003 թ., 270,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 270,000 կ",Բենզին,Գյումրի,2003 ,Opel Astra հետչբեք,1.6 
"Mercedes-Benz ML, 3.2 լ, լիաքարշ, 1999 թ., գազ","$6,500 ","Ջերմուկ, 1999 թ., 188,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 188,000 կ",Բենզին,Ջերմուկ,1999 ,Mercedes-Benz ML,3.2 
"Mazda Demio հետչբեք, 1.3 լ, 2005 թ., գազ","$4,800 ","Վանաձոր, 2005 թ., 241,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 241,000 կ",Բենզին,Վանաձոր,2005 ,Mazda Demio հետչբեք,1.3 
"BMW 3 Series, 2.0 լ, 2003 թ.","$5,200 ","Վանաձոր, 2003 թ., 260,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 260,000 կ",Բենզին,Վանաձոր,2003 ,BMW 3 Series,2.0 
"Mercedes-Benz E-Class, 3.5 լ, 2011 թ., գազ","$19,000 ","Էրեբունի, 2011 թ., 126,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33",", 126,000 մղո",Բենզին,Էրեբունի,2011 ,Mercedes-Benz E-Class,3.5 
"Mercedes-Benz E-Class AMG, 3.0 լ, 1997 թ., գազ","$6,500 ","Շենգավիթ, 1997 թ., 300,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33", 1997 ,,Շենգավի,,Mercedes-Benz E-Class AMG,3.0 
"Honda CR-V, 2.0 լ, լիաքարշ, 2001 թ., գազ","$5,300 ","Շենգավիթ, 2001 թ., 270,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:33", 2001 ,,Շենգավի,,Honda CR-V,2.0 
"Dodge Journey, 2.4 լ, 2017 թ.","4,000,400 ֏ ","Նոր Նորք, 2017 թ., 107,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 107,000 մղո",Բենզին,Նոր Նորք,2017 ,Dodge Journey,2.4 
"MINI Cooper S Countryman, 1.6 լ, լիաքարշ, 2012 թ.","$9,200 ","Աջափնյակ, 2012 թ., 140,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 140,000 կ",Բենզին,Աջափնյակ,2012 ,MINI Cooper S Countryman,1.6 
"Infiniti Q30 հետչբեք, 2.0 լ, 2017 թ.","$23,800 ","Շենգավիթ, 2017 թ., 99,200 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32", 2017 ,,Շենգավի,,Infiniti Q30 հետչբեք,2.0 
"Mercedes-Benz S-Class, 3.2 լ, 1996 թ., գազ","$5,300 ","Արագած, 1996 թ., 365,800 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 365,800 կ",Բենզին,Արագած,1996 ,Mercedes-Benz S-Class,3.2 
"BMW 5 Series, 3.0 լ, 2006 թ.","$8,700 ","Մալաթիա Սեբաստիա, 2006 թ., 280,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",ա Սեբաստի,2006 ,Մալա,,BMW 5 Series,3.0 
"Opel Combo, 1.6 լ, 2007 թ., գազ","$8,400 Դիլեր","Շենգավիթ, 2007 թ., 151,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32", 2007 ,,Շենգավի,,Opel Combo,1.6 
"Ford Transit, 2.5 լ, դիզել, 2000 թ.","$3,800 ","Սևան, 2000 թ., 663,000 կմ, Դիզել","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 663,000 կ",Դիզել,Սևան,2000 ,Ford Transit,2.5 
"Toyota Camry, 2.5 լ, 2013 թ., գազ","$16,000 ","Աբովյան, 2013 թ., 98,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 98,000 կ",Բենզին,Աբովյան,2013 ,Toyota Camry,2.5 
"Mercedes-Benz GLE-Class, 3.5 լ, լիաքարշ, 2017 թ.","$32,000 ","Նորք Մարաշ, 2017 թ., 126,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 126,000 կ",Բենզին,Նորք Մարաշ,2017 ,Mercedes-Benz GLE-Class,3.5 
"Chrysler 200, 2.4 լ, 2015 թ.","$12,000 ","Աջափնյակ, 2015 թ., 108,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 108,000 մղո",Բենզին,Աջափնյակ,2015 ,Chrysler 200,2.4 
"Hyundai Elantra կուպե, 2.0 լ, 2014 թ.","$13,000 ","Արաբկիր, 2014 թ., 26,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 26,000 կ",Բենզին,Արաբկիր,2014 ,Hyundai Elantra կուպե,2.0 
"Kia Sorento, 2.5 լ, դիզել, 2004 թ.","$5,000 Դիլեր","Աշտարակ, 2004 թ., 220,000 կմ, Դիզել","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 220,000 կ",Դիզել,Աշտարակ,2004 ,Kia Sorento,2.5 
"Subaru Impreza, 2.0 լ, լիաքարշ, 2017 թ.","$14,300 Դիլեր","Աշտարակ, 2017 թ., 67,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 67,000 մղո",Բենզին,Աշտարակ,2017 ,Subaru Impreza,2.0 
"Toyota Alphard, 2.4 լ, 2004 թ.","$14,500 Դիլեր","Աշտարակ, 2004 թ., 170,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:32",", 170,000 կ",Բենզին,Աշտարակ,2004 ,Toyota Alphard,2.4 
"Opel Astra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,500 ","Մասիս, 1999 թ., 230,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 230,000 կ",Բենզին,Մասիս,1999 ,Opel Astra հետչբեք,1.6 
"Toyota Corolla, 1.6 լ, 2008 թ., գազ","$7,800 ","Նոր Նորք, 2008 թ., 300,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 300,000 կ",Բենզին,Նոր Նորք,2008 ,Toyota Corolla,1.6 
"Mazda 6, 2.5 լ, 2019 թ.","$25,000 Դիլեր","Աշտարակ, 2019 թ., 33,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 33,000 մղո",Բենզին,Աշտարակ,2019 ,Mazda 6,2.5 
"Mercedes-Benz E-Class, 2.4 լ, 1998 թ., գազ","$6,000 ","Շենգավիթ, 1998 թ., 245,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31", 1998 ,,Շենգավի,,Mercedes-Benz E-Class,2.4 
"Mercedes-Benz ML, 3.5 լ, լիաքարշ, 2011 թ., գազ","$20,000 ","Էջմիածին, 2011 թ., 132,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 132,000 մղո",Բենզին,Էջմիածին,2011 ,Mercedes-Benz ML,3.5 
"Mitsubishi Pajero, 3.0 լ, լիաքարշ, 1994 թ., գազ","$5,400 ","Ջրվեժ, 1994 թ., 285,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 285,000 կ",Բենզին,Ջրվեժ,1994 ,Mitsubishi Pajero,3.0 
"Volkswagen Jetta, 2.5 լ, 2011 թ., գազ","$8,800 ","Կենտրոն, 2011 թ., 128,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 128,000 մղո",Բենզին,Կենտրոն,2011 ,Volkswagen Jetta,2.5 
"Mercedes-Benz C-Class, 1.8 լ, 1997 թ., գազ","$4,500 ","Նորք Մարաշ, 1997 թ., 260,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 260,000 կ",Բենզին,Նորք Մարաշ,1997 ,Mercedes-Benz C-Class,1.8 
"Jeep Liberty (North America), 3.7 լ, լիաքարշ, 2002 թ., գազ","600,000 ֏ ","Մալաթիա Սեբաստիա, 2002 թ., 100,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",ա Սեբաստի,2002 ,Մալա,,Jeep Liberty (North America),3.7 
"Mitsubishi Airtrek, 2.0 լ, լիաքարշ, 2002 թ., գազ","$6,300 ","Ոսկեվազ, 2002 թ., 194,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 194,000 կ",Բենզին,Ոսկեվազ,2002 ,Mitsubishi Airtrek,2.0 
"Mitsubishi Outlander, 2.4 լ, 2018 թ., գազ","$18,300 ","Նոր Նորք, 2018 թ., 78,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 78,000 մղո",Բենզին,Նոր Նորք,2018 ,Mitsubishi Outlander,2.4 
"Mercedes-Benz C-Class ունիվերսալ, 1.8 լ, 1996 թ., գազ","$4,000 ","Արմավիր, 1996 թ., 390,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 390,000 կ",Բենզին,Արմավիր,1996 ,Mercedes-Benz C-Class ունիվերսա,
"Nissan X-Trail, 2.5 լ, լիաքարշ, 2010 թ.","$15,000 ","Արաբկիր, 2010 թ., 162,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:31",", 162,000 կ",Բենզին,Արաբկիր,2010 ,Nissan X-Trail,2.5 
"Citroen Xsara Picasso, 1.6 լ, 2002 թ., գազ","$4,000 ","Թաիրով, 2002 թ., 550,055 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 550,055 կ",Բենզին,Թաիրով,2002 ,Citroen Xsara Picasso,1.6 
"Nissan Sentra, 1.8 լ, 2019 թ.","$11,100 ","Եղվարդ, 2019 թ., 59,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 59,000 մղո",Բենզին,Եղվարդ,2019 ,Nissan Sentra,1.8 
"Nissan Versa հետչբեք, 1.6 լ, 2020 թ.","$14,700 ","Արտաշատ, 2020 թ., 23,800 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 23,800 մղո",Բենզին,Արտաշատ,2020 ,Nissan Versa հետչբեք,1.6 
"BMW X5, 3.0 լ, լիաքարշ, 2008 թ., գազ","$13,100 ","Գյումրի, 2008 թ., 280,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 280,000 կ",Բենզին,Գյումրի,2008 ,BMW X5,3.0 
"Nissan Rogue, 2.5 լ, 2019 թ.","$14,500 ","Եղվարդ, 2019 թ., 70,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 70,000 մղո",Բենզին,Եղվարդ,2019 ,Nissan Rogue,2.5 
"Mercedes-Benz S-Class, 5.0 լ, 2007 թ., գազ","$12,500 ","Գյումրի, 2007 թ., 210,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 210,000 կ",Բենզին,Գյումրի,2007 ,Mercedes-Benz S-Class,5.0 
"Hyundai Kona, 2.0 լ, 2019 թ.","$15,500 ","Արաբկիր, 2019 թ., 60,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 60,000 մղո",Բենզին,Արաբկիր,2019 ,Hyundai Kona,2.0 
"Nissan Kicks, 1.6 լ, 2021 թ.","$14,990 Դիլեր","Նոր Նորք, 2021 թ., 23,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 23,000 կ",Բենզին,Նոր Նորք,2021 ,Nissan Kicks,1.6 
"Ford Fusion (North America), 2.5 լ, 2017 թ., գազ","$15,800 ","Էրեբունի, 2017 թ., 117,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 117,000 կ",Բենզին,Էրեբունի,2017 ,Ford Fusion (North America),2.5 
"Honda CR-V, 2.4 լ, լիաքարշ, 2014 թ., գազ","$20,000 ","Նոր Նորք, 2014 թ., 72,200 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 72,200 մղո",Բենզին,Նոր Նորք,2014 ,Honda CR-V,2.4 
"Opel Astra, 1.6 լ, 1998 թ., գազ","$3,700 ","Արտաշատ, 1998 թ., 270,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 270,000 կ",Բենզին,Արտաշատ,1998 ,Opel Astra,1.6 
"BMW 7 Series, 5.0 լ, 2011 թ.","$13,000 ","Աջափնյակ, 2011 թ., 210,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 210,000 կ",Բենզին,Աջափնյակ,2011 ,BMW 7 Series,5.0 
"Nissan Teana, 2.3 լ, 2003 թ., գազ","$5,300 ","Աբովյան, 2003 թ., 193,600 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 193,600 կ",Բենզին,Աբովյան,2003 ,Nissan Teana,2.3 
"Mercedes-Benz Vito, 2.3 լ, 2000 թ., գազ","$10,300 ","Հովտաշատ, 2000 թ., 113,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 113,000 կ",Բենզին,Հովտաշատ,2000 ,Mercedes-Benz Vito,2.3 
"Mercedes-Benz E-Class, 3.5 լ, լիաքարշ, 2008 թ.","$12,500 ","Հովտաշատ, 2008 թ., 350,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 350,000 կ",Բենզին,Հովտաշատ,2008 ,Mercedes-Benz E-Class,3.5 
"Honda CR-V, 1.5 լ, լիաքարշ, 2019 թ.","$29,500 ","Նորք Մարաշ, 2019 թ., 43,800 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 43,800 մղո",Բենզին,Նորք Մարաշ,2019 ,Honda CR-V,1.5 
"Volkswagen Tiguan, 2.0 լ, 2017 թ.","$16,500 ","Նոր Նորք, 2017 թ., 37,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 37,000 մղո",Բենզին,Նոր Նորք,2017 ,Volkswagen Tiguan,2.0 
"VAZ (Lada) Granta, 1.6 լ, 2023 թ., 2023 թ.","$12,700 ","Ծովակ, 2023 թ., 13,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 13,000 կ",Բենզին,Ծովակ,2023 ,VAZ (Lada) Granta,1.6 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2021 թ.","$32,000 ","Արաբկիր, 2021 թ., 23,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 23,000 մղո",Բենզին,Արաբկիր,2021 ,Mazda CX-5,2.5 
"Toyota Corolla, 1.8 լ, 2016 թ.","$13,500 Դիլեր","Կենտրոն, 2016 թ., 80,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 80,000 մղո",Բենզին,Կենտրոն,2016 ,Toyota Corolla,1.8 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2019 թ.","$25,000 ","Կենտրոն, 2019 թ., 41,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 41,000 մղո",Բենզին,Կենտրոն,2019 ,Mazda CX-5,2.5 
"Ford Fusion (North America), 2.5 լ, 2017 թ.","$16,500 Դիլեր","Կենտրոն, 2017 թ., 45,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",", 45,000 մղո",Բենզին,Կենտրոն,2017 ,Ford Fusion (North America),2.5 
"GAZ (ГАЗ), 2.4 լ, 1964 թ., գազ","$7,000 ","Մալաթիա Սեբաստիա, 1964 թ., 190,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:30",ա Սեբաստի,1964 ,Մալա,,GAZ (ГАЗ),2.4 
"Hyundai Elantra, 2.0 լ, 2019 թ.","$14,200 ","Կենտրոն, 2019 թ., 31,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 31,000 կ",Բենզին,Կենտրոն,2019 ,Hyundai Elantra,2.0 
"BMW X6, 4.4 լ, լիաքարշ, 2010 թ.","$21,500 ","Կենտրոն, 2010 թ., 209,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 209,000 կ",Բենզին,Կենտրոն,2010 ,BMW X6,4.4 
"Mercedes-Benz C-Class, 3.0 լ, լիաքարշ, 2016 թ.","$29,500 ","Աջափնյակ, 2016 թ., 100,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 100,000 կ",Բենզին,Աջափնյակ,2016 ,Mercedes-Benz C-Class,3.0 
"Mercedes-Benz C-Class, 2.4 լ, 2006 թ., գազ","$8,200 ","Նոր Նորք, 2006 թ., 355,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 355,000 կ",Բենզին,Նոր Նորք,2006 ,Mercedes-Benz C-Class,2.4 
"Mazda Atenza, 2.3 լ, 2002 թ., գազ","$4,700 ","Էրեբունի, 2002 թ., 210,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 210,000 կ",Բենզին,Էրեբունի,2002 ,Mazda Atenza,2.3 
"Ford Edge, 3.5 լ, լիաքարշ, 2009 թ., գազ","$8,200 ","Էջմիածին, 2009 թ., 210,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 210,000 կ",Բենզին,Էջմիածին,2009 ,Ford Edge,3.5 
"Subaru Outback ունիվերսալ, 2.5 լ, լիաքարշ, 2013 թ.","$12,500 ","Ավան, 2013 թ., 120,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 120,000 մղո",Բենզին,Ավան,2013 ,Subaru Outback ունիվերսա,
"Chevrolet Volt հետչբեք, 1.4 լ, հիբրիդ, 2014 թ.","$12,000 ","Դավիթաշեն, 2014 թ., 222,000 կմ, Հիբրիդ","Երեքշաբթի, Ապրիլ 16, 2024 13:29",շե,2014 ,Դավի,,Chevrolet Volt հետչբեք,1.4 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2020 թ.","$25,000 ","Թաիրով, 2020 թ., 100,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 100,000 կ",Բենզին,Թաիրով,2020 ,Mazda CX-5,2.5 
"Toyota RAV4, 2.5 լ, 2014 թ.","$16,500 ","Մասիս, 2014 թ., 110,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",", 110,000 մղո",Բենզին,Մասիս,2014 ,Toyota RAV4,2.5 
"Lexus ES, 2.5 լ, 2016 թ.","$28,000 ","Մալաթիա Սեբաստիա, 2016 թ., 140,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:29",ա Սեբաստի,2016 ,Մալա,,Lexus ES,2.5 
"Mercedes-Benz S-Class, 4.2 լ, 1998 թ., գազ","$11,000 Դիլեր","Քանաքեռ Զեյթուն, 1998 թ., 250,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ւ,1998 ,Քանաքեռ Զեյ,,Mercedes-Benz S-Class,4.2 
"BMW 7 Series, 2.0 լ, հիբրիդ, լիաքարշ, 2017 թ.","$43,000 ","Արաբկիր, 2017 թ., 41,000 կմ, Հիբրիդ","Երեքշաբթի, Ապրիլ 16, 2024 13:28",", 41,000 կ",Հիբրիդ,Արաբկիր,2017 ,BMW 7 Series,2.0 
"Nissan Leaf հետչբեք, էլեկտրական, 2011 թ.","$5,500 ","Ստեփանավան, 2011 թ., 98,000 կմ, էլեկտրական","Երեքշաբթի, Ապրիլ 16, 2024 13:28",", 98,000 կ",էլեկտրական,Ստեփանավան,2011 ,Nissan Leaf հետչբեք,էլեկտրական
"Land Rover Range Rover, 4.4 լ, լիաքարշ, 2006 թ., գազ","$13,500 Դիլեր","Քանաքեռ Զեյթուն, 2006 թ., 250,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ւ,2006 ,Քանաքեռ Զեյ,,Land Rover Range Rover,4.4 
"Hyundai Accent, 1.6 լ, 2013 թ.","$7,300 ","Մալաթիա Սեբաստիա, 2013 թ., 165,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2013 ,Մալա,,Hyundai Accent,1.6 
"Opel Zafira, 2.2 լ, 2000 թ., գազ","$4,900 Դիլեր","Քանաքեռ Զեյթուն, 2000 թ., 170,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ւ,2000 ,Քանաքեռ Զեյ,,Opel Zafira,2.2 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2020 թ.","$25,000 ","Էրեբունի, 2020 թ., 15,900 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",", 15,900 մղո",Բենզին,Էրեբունի,2020 ,Mazda CX-5,2.5 
"Audi A8, 4.2 լ, լիաքարշ, 2006 թ.","1,000,000 ֏ Դիլեր","Քանաքեռ Զեյթուն, 2006 թ., 120,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ւ,2006 ,Քանաքեռ Զեյ,,Audi A8,4.2 
"Kia Forte, 2.0 լ, 2019 թ., գազ","$15,800 ","Մալաթիա Սեբաստիա, 2019 թ., 63,800 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2019 ,Մալա,,Kia Forte,2.0 
"VAZ (Lada) 2121 (4x4), 1.7 լ, լիաքարշ, 2020 թ.","$8,500 ","Մալաթիա Սեբաստիա, 2020 թ., 89,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2020 ,Մալա,,VAZ (Lada) 2121 (4x4),1.7 
"Toyota Camry, 2.5 լ, 2014 թ., գազ","$13,900 ","Մալաթիա Սեբաստիա, 2014 թ., 160,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2014 ,Մալա,,Toyota Camry,2.5 
"Lexus RX, 3.5 լ, 2020 թ.","$39,900 Աննախադեպ գին","Մալաթիա Սեբաստիա, 2020 թ., 75,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2020 ,Մալա,,Lexus RX,3.5 
"Lexus GX460, 4.6 լ, լիաքարշ, 2019 թ.","$57,000 ","Մալաթիա Սեբաստիա, 2019 թ., 30,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2019 ,Մալա,,Lexus GX460,4.6 
"BMW X5, 4.6 լ, լիաքարշ, 2003 թ., գազ","$11,000 ","Էրեբունի, 2003 թ., 280,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",", 280,000 կ",Բենզին,Էրեբունի,2003 ,BMW X5,4.6 
"Lexus GX460, 4.6 լ, լիաքարշ, 2022 թ.","$78,000 Շտապ","Մալաթիա Սեբաստիա, 2022 թ., 8000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:28",ա Սեբաստի,2022 ,Մալա,,Lexus GX460,4.6 
"Cadillac XTS, 3.6 լ, 2016 թ.","$30,000 ","Էրեբունի, 2016 թ., 89,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",", 89,000 կ",Բենզին,Էրեբունի,2016 ,Cadillac XTS,3.6 
"Lexus RX, 3.5 լ, հիբրիդ, լիաքարշ, 2020 թ.","$58,800 ","Գյումրի, 2020 թ., 15,300 մղոն, Հիբրիդ","Երեքշաբթի, Ապրիլ 16, 2024 13:27",", 15,300 մղո",Հիբրիդ,Գյումրի,2020 ,Lexus RX,3.5 
"Lexus RX, 3.5 լ, լիաքարշ, 2021 թ.","$68,800 ","Գյումրի, 2021 թ., 4900 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",", 4900 կ",Բենզին,Գյումրի,2021 ,Lexus RX,3.5 
"Lexus RX, 3.5 լ, լիաքարշ, 2020 թ.","$58,800 ","Գյումրի, 2020 թ., 7333 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",", 7333 մղո",Բենզին,Գյումրի,2020 ,Lexus RX,3.5 
"Honda Accord, 1.5 լ, 2019 թ.","$20,500 ","Աշտարակ, 2019 թ., 40,000 մղոն, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",", 40,000 մղո",Բենզին,Աշտարակ,2019 ,Honda Accord,1.5 
"Chrysler 300C, 2.7 լ, 2008 թ., գազ","$10,000 ","Մալաթիա Սեբաստիա, 2008 թ., 222,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",ա Սեբաստի,2008 ,Մալա,,Chrysler 300C,2.7 
"Volkswagen Passat, 1.8 լ, 2001 թ., գազ","$3,700 ","Դավիթաշեն, 2001 թ., 280,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",շե,2001 ,Դավի,,Volkswagen Passat,1.8 
"Mercedes-Benz C-Class, 3.0 լ, 2006 թ.","$7,700 ","Արտաշատ, 2006 թ., 328,000 կմ, Բենզին","Երեքշաբթի, Ապրիլ 16, 2024 13:27",", 328,000 կ",Բենզին,Արտաշատ,2006 ,Mercedes-Benz C-Class,3.0 
